16;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;0,975;0,156125;0,025;0,156125;0;0;0;0;0;0;0;0;
15;0;0,975;0,156125;0,025;0,156125;0;0;0;0;0;0;0;0;
15;0;0,975;0,156125;0,025;0,156125;0;0;0;0;0;0;0;0;
15;0;0,975;0,156125;0,025;0,156125;0;0;0;0;0;0;0;0;
15;0;0,95;0,217945;0,05;0,217945;0;0;0;0;0;0;0;0;
15;0;0,95;0,217945;0,05;0,217945;0;0;0;0;0;0;0;0;
15;0;0,925;0,263391;0,075;0,263391;0;0;0;0;0;0;0;0;
15;0;0,925;0,263391;0,075;0,263391;0;0;0;0;0;0;0;0;
15;0;0,925;0,263391;0,075;0,263391;0;0;0;0;0;0;0;0;
15;0;0,925;0,263391;0,075;0,263391;0;0;0;0;0;0;0;0;
15;0;0,925;0,263391;0,05;0,217945;0,025;0,156125;0;0;0;0;0;0;
15;0;0,925;0,263391;0,025;0,156125;0,025;0,156125;0,025;0,156125;0;0;0;0;
15;0;0,925;0,263391;0;0;0,025;0,156125;0,05;0,217945;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
15;0;0,925;0,263391;0;0;0;0;0,075;0,263391;0;0;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,075;0,263391;0;0;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,95;0,217945;0;0;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,925;0,263391;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,925;0,263391;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,925;0,263391;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,975;0,156125;0,925;0,263391;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,95;0,217945;0,95;0,217945;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,975;0,272718;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,975;0,272718;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,975;0,272718;0,025;0,156125;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,95;0,31225;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,95;0,31225;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,925;0,345507;0,95;0,31225;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,05;0,217945;0;0;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,025;0,156125;0,025;0,156125;0,05;0,217945;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0,025;0,156125;0;0;0,075;0,263391;0,025;0,156125;0;0;
14,9;0,374166;0,975;0,272718;0;0;0,025;0,156125;0,075;0,263391;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,875;0,509289;1;0,387298;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,85;0,572276;1,025;0,417582;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,85;0,572276;1,025;0,417582;0;0;0;0;0,1;0,3;0,025;0,156125;0;0;
14,85;0,572276;1;0,447214;0,025;0,156125;0;0;0,1;0,3;0,025;0,156125;0;0;
14,85;0,572276;1;0,447214;0,025;0,156125;0;0;0,1;0,3;0,025;0,156125;0;0;
14,85;0,572276;1;0,447214;0,025;0,156125;0;0;0,1;0,3;0,025;0,156125;0;0;
14,825;0,586835;1,025;0,417582;0;0;0,025;0,156125;0,1;0,3;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0,025;0,156125;0;0;0,125;0,330719;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0,025;0,156125;0;0;0,125;0,330719;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0,025;0,156125;0;0;0,125;0,330719;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0,025;0,156125;0;0;0,125;0,330719;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0,025;0,156125;0;0;0,125;0,330719;0,025;0,156125;0;0;
14,825;0,586835;1;0,387298;0;0;0,025;0,156125;0,125;0,330719;0,025;0,156125;0;0;
14,8;0,678233;1,025;0,417582;0;0;0;0;0,15;0,421307;0,025;0,156125;0;0;
14,8;0,678233;1;0,447214;0,025;0,156125;0;0;0,15;0,421307;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,05;0,217945;0;0;0,15;0,421307;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,05;0,217945;0;0;0,15;0,421307;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,025;0,156125;0,025;0,156125;0,15;0,421307;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,025;0,156125;0;0;0,175;0,44088;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,025;0,156125;0;0;0,175;0,44088;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,025;0,156125;0;0;0,175;0,44088;0,025;0,156125;0;0;
14,8;0,678233;0,975;0,473682;0,025;0,156125;0;0;0,175;0,44088;0,025;0,156125;0;0;
