100;100
160,02;173,01
248,9;269,45
383,72;418,36
596,32;628,16
923,7;1019,35
1408,26;1549,13
2108,74;2328,87
3058,3;3345,15
4208,7;4558,35
5458,92;5794,46
6623,14;6882,07
7437,5;7556,75
7723,58;7812,79
7490,54;7445,27
6851,46;6711,73
5965,9;5781,95
5020,3;4857,15
4105,4;3938,7
3270,42;3153,71
2565,48;2454,74
1991,56;1888,78
1529,28;1417,14
1172,72;1093,36
895,82;826,91
678,9;632,95
512,6;476,3
384,72;353,86
287,12;267,56
218,14;201,57
