0;5000;0;0;0;0;0;0;0
1;4997;0;3;0;0;0;0;0
2;4996;0;3;0;0;0;0;0
3;4995;1;4;1;0;0;0;0
4;4995;1;4;1;0;0;0;0
5;4994;2;4;2;0;0;0;0
6;4993;2;5;2;1;0;0;0
7;4991;3;6;3;1;1;0;0
8;4990;4;7;4;1;1;0;0
9;4989;4;8;4;1;1;0;0
10;4987;5;10;5;2;1;0;0
11;4985;6;11;6;2;1;0;0
12;4983;8;13;7;3;1;0;0
13;4981;9;15;8;3;2;0;0
14;4978;11;17;10;4;2;0;0
15;4975;12;19;11;5;2;0;0
16;4971;15;22;13;5;3;0;0
17;4967;17;25;15;6;3;0;0
18;4961;21;30;18;8;4;0;0
19;4955;25;35;21;9;5;0;0
20;4949;28;39;23;11;6;0;0
21;4942;33;44;27;13;7;0;0
22;4932;38;51;31;15;8;0;0
23;4922;44;59;36;17;9;0;0
24;4911;51;68;41;20;11;0;0
25;4897;58;77;47;24;12;0;0
26;4883;67;88;53;28;14;0;0
27;4866;77;101;61;32;17;0;0
28;4845;90;116;70;37;20;0;0
29;4823;104;133;80;42;24;0;0
30;4797;119;152;91;49;27;0;0
31;4768;136;173;105;57;32;0;0
32;4736;155;197;119;65;36;0;0
33;4699;178;226;136;73;41;0;0
34;4657;203;257;156;84;47;0;1
35;4610;230;291;176;96;54;0;1
36;4558;260;330;198;110;62;1;1
37;4500;292;373;220;125;71;1;1
38;4434;328;420;246;142;81;1;1
39;4364;363;470;269;163;94;1;1
40;4286;403;526;294;185;108;2;2
41;4200;445;587;323;210;122;2;2
42;4109;491;650;354;237;136;2;2
43;4010;536;718;382;268;154;3;2
44;3903;582;790;409;302;173;3;2
45;3790;625;866;433;339;192;3;2
46;3669;670;946;458;380;212;3;3
47;3542;714;1027;481;425;233;4;3
48;3412;758;1109;503;473;255;4;3
49;3277;798;1191;520;525;280;5;3
50;3142;833;1269;533;582;303;5;4
51;3002;865;1351;542;641;327;6;4
52;2862;894;1427;546;703;353;6;4
53;2723;918;1498;548;771;377;7;4
54;2584;938;1565;544;842;403;7;5
55;2445;956;1627;539;918;427;8;5
56;2310;966;1683;529;997;451;9;5
57;2180;975;1733;519;1076;473;10;6
58;2052;980;1777;506;1159;497;11;6
59;1928;982;1815;491;1244;519;12;6
60;1811;978;1846;473;1329;539;13;6
61;1697;969;1871;453;1417;559;13;6
62;1588;960;1892;434;1504;579;14;6
63;1487;950;1904;419;1593;593;15;7
64;1390;938;1912;404;1682;608;16;7
65;1298;922;1915;388;1770;623;17;7
66;1212;907;1909;375;1859;634;18;7
67;1135;889;1896;361;1949;645;19;7
68;1060;872;1882;350;2037;653;20;7
69;989;855;1864;342;2125;663;21;7
70;925;835;1839;332;2214;669;22;7
71;867;817;1812;328;2297;675;23;7
72;811;799;1783;327;2382;679;23;7
73;761;782;1748;326;2466;681;25;7
74;714;765;1712;327;2548;683;25;7
75;670;748;1674;330;2628;683;26;7
76;630;734;1632;336;2709;684;27;8
77;592;723;1593;339;2786;682;28;8
78;559;713;1550;344;2862;680;28;8
79;530;705;1504;346;2936;677;29;8
80;502;698;1459;349;3008;674;30;7
81;476;692;1417;351;3076;670;30;7
82;453;687;1374;352;3142;667;31;8
83;431;684;1329;351;3207;663;32;8
84;412;681;1283;348;3271;659;33;8
85;393;679;1243;347;3329;656;33;8
86;376;678;1201;345;3388;654;34;8
87;360;677;1159;343;3445;652;34;8
88;347;676;1118;338;3499;649;35;8
89;334;675;1078;331;3551;644;35;8
90;323;675;1039;323;3602;641;36;8
91;312;675;999;315;3651;637;36;8
92;303;675;961;308;3698;635;37;8
93;295;676;923;300;3744;634;37;8
94;286;676;889;293;3786;632;38;8
95;279;677;854;284;3828;631;38;8
96;272;677;819;275;3869;629;38;8
97;265;678;788;266;3907;629;39;8
98;259;678;757;257;3943;628;39;8
99;254;679;726;248;3979;627;40;8
100;248;679;696;238;4014;626;40;8
101;243;680;669;229;4046;626;40;8
102;239;680;640;221;4079;627;41;8
103;235;681;613;212;4109;627;41;8
104;231;681;588;204;4138;628;41;8
105;228;681;564;195;4165;628;41;8
106;225;682;540;188;4192;629;42;8
107;223;682;517;181;4217;630;42;8
108;220;682;496;174;4240;631;42;8
109;218;683;474;167;4264;633;42;8
110;215;683;454;161;4287;634;42;8
111;213;683;434;156;4309;635;43;8
112;211;684;416;149;4329;637;43;8
113;209;684;397;143;4349;638;43;8
114;207;684;379;138;4369;639;43;8
115;206;684;362;131;4387;640;44;8
116;204;684;346;127;4405;642;44;8
117;202;685;331;122;4421;643;44;8
118;201;685;316;117;4437;644;44;8
119;200;685;301;113;4453;646;44;9
120;199;685;287;108;4468;647;44;9
121;198;685;275;104;4481;648;44;9
122;196;685;263;100;4494;649;44;9
123;195;686;252;95;4506;650;45;8
124;194;686;241;92;4518;651;45;9
125;193;686;231;87;4529;652;45;9
126;192;686;221;85;4540;653;45;9
127;192;686;212;81;4550;654;45;9
128;191;686;203;77;4559;655;45;9
129;190;686;193;73;4569;656;45;9
130;189;686;185;70;4579;657;45;9
131;189;686;177;67;4587;658;45;9
132;188;687;168;64;4596;659;45;9
133;187;687;161;62;4604;660;45;9
134;187;687;154;59;4612;661;45;9
135;186;687;148;56;4619;661;45;9
136;186;687;141;53;4626;662;46;9
137;185;687;135;50;4633;663;46;9
138;185;687;129;48;4639;664;46;9
139;184;687;123;47;4645;664;46;9
140;184;687;118;46;4651;665;46;9
141;183;687;112;43;4657;666;46;9
142;183;687;108;41;4662;666;46;9
143;182;687;103;40;4667;667;46;9
144;182;687;98;39;4672;668;46;9
145;181;687;94;37;4677;668;46;9
146;181;688;90;36;4681;669;46;9
147;181;688;86;34;4686;669;46;9
148;180;688;82;33;4689;670;46;9
149;180;688;78;31;4693;670;46;9
150;180;688;75;30;4697;671;46;9
151;180;688;71;29;4701;671;46;9
152;179;688;69;27;4704;672;46;9
153;179;688;66;26;4707;672;46;9
154;179;688;63;25;4710;673;46;9
155;179;688;60;25;4713;673;47;9
156;178;688;58;24;4715;673;47;9
157;178;688;55;23;4718;674;47;9
158;178;688;52;22;4721;674;47;9
159;178;688;50;20;4724;674;47;9
160;178;688;47;20;4727;675;47;9
161;177;688;45;19;4729;675;47;9
162;177;688;43;19;4731;675;47;9
163;177;688;41;18;4733;676;47;9
164;177;688;39;17;4735;676;47;9
165;177;688;38;17;4737;676;47;9
166;177;688;36;16;4739;676;47;9
167;177;688;35;15;4740;677;47;9
168;176;688;33;15;4741;677;47;9
169;176;688;32;14;4743;677;47;9
170;176;688;30;13;4745;677;47;9
171;176;688;29;12;4746;677;47;9
172;176;688;28;12;4747;677;47;9
173;176;688;27;11;4748;678;47;9
174;176;688;25;10;4750;678;47;9
175;176;688;24;10;4751;678;47;9
176;176;688;23;9;4752;678;47;9
177;176;688;23;9;4753;678;47;9
178;176;688;21;9;4754;678;47;9
179;176;688;21;8;4755;679;47;9
180;176;688;19;8;4756;679;47;9
181;176;688;18;7;4757;679;47;9
182;175;688;17;7;4758;679;47;9
183;175;688;17;6;4759;679;47;9
184;175;688;16;6;4760;679;47;9
185;175;688;15;6;4761;679;47;9
186;175;688;14;5;4761;679;47;9
187;175;688;14;5;4762;680;47;9
188;175;688;13;5;4763;680;47;9
189;175;688;12;5;4764;680;47;9
190;175;688;12;5;4764;680;47;9
191;175;688;11;5;4765;680;47;9
192;175;688;11;4;4765;680;47;9
193;175;688;10;4;4766;680;47;9
194;175;688;10;4;4766;680;47;9
195;175;688;10;4;4767;680;47;9
196;175;688;9;4;4767;680;47;9
197;175;688;9;4;4768;680;47;9
198;175;688;8;4;4768;680;47;9
199;175;688;8;3;4768;680;47;9
200;175;688;8;3;4769;681;47;9
201;175;688;7;3;4769;681;47;9
202;175;688;7;3;4770;681;47;9
203;175;688;6;3;4770;681;47;9
204;175;688;6;3;4770;681;47;9
205;175;688;6;3;4771;681;47;9
206;175;688;5;3;4771;681;47;9
207;174;688;5;3;4771;681;47;9
208;174;688;5;2;4772;681;47;9
209;174;688;4;2;4772;681;47;9
210;174;688;4;2;4772;681;47;9
211;174;688;4;2;4773;681;47;9
212;174;688;4;2;4773;681;47;9
213;174;688;3;2;4773;681;47;9
214;174;688;3;2;4773;681;47;9
215;174;688;3;2;4774;681;47;9
216;174;688;3;2;4774;681;47;9
217;174;688;3;2;4774;681;47;9
218;174;688;3;1;4774;681;47;9
219;174;688;2;1;4774;681;47;9
220;174;688;2;1;4774;681;47;9
221;174;688;2;1;4775;681;47;9
222;174;688;2;1;4775;681;47;9
223;174;688;2;1;4775;681;47;9
224;174;688;2;1;4775;681;47;9
225;174;688;2;1;4775;681;47;9
226;174;688;2;1;4775;681;47;9
227;174;688;1;1;4775;681;47;9
228;174;688;1;1;4775;681;47;9
229;174;688;1;1;4775;681;47;9
230;174;688;1;1;4776;681;47;9
231;174;688;1;1;4776;681;47;9
232;174;688;1;1;4776;681;47;9
233;174;688;1;1;4776;681;47;9
234;174;688;1;1;4776;681;47;9
235;174;688;1;1;4776;681;47;9
236;174;688;1;1;4776;682;47;9
237;174;688;1;1;4776;682;47;9
238;174;688;1;1;4776;682;47;9
239;174;688;1;1;4776;682;47;9
240;174;688;1;0;4776;682;47;9
241;174;688;1;0;4776;682;47;9
242;174;688;1;0;4776;682;47;9
243;174;688;1;0;4776;682;47;9
244;174;688;0;0;4776;682;47;9
245;174;688;0;0;4776;682;47;9
246;174;688;0;0;4776;682;47;9
247;174;688;0;0;4776;682;47;9
248;174;688;0;0;4776;682;47;9
249;174;688;0;0;4776;682;47;9
250;174;688;0;0;4776;682;47;9
251;174;688;0;0;4777;682;47;9
252;174;688;0;0;4777;682;47;9
253;174;688;0;0;4777;682;47;9
254;174;688;0;0;4777;682;47;9
255;174;688;0;0;4777;682;47;9
256;174;688;0;0;4777;682;47;9
257;174;688;0;0;4777;682;47;9
258;174;688;0;0;4777;682;47;9
259;174;688;0;0;4777;682;47;9
260;174;688;0;0;4777;682;47;9
261;174;688;0;0;4777;682;47;9
262;174;688;0;0;4777;682;47;9
263;174;688;0;0;4777;682;47;9
264;174;688;0;0;4777;682;47;9
265;174;688;0;0;4777;682;47;9
266;174;688;0;0;4777;682;47;9
267;174;688;0;0;4777;682;47;9
268;174;688;0;0;4777;682;47;9
269;174;688;0;0;4777;682;47;9
270;174;688;0;0;4777;682;47;9
271;174;688;0;0;4777;682;47;9
272;174;688;0;0;4777;682;47;9
273;174;688;0;0;4777;682;47;9
274;174;688;0;0;4777;682;47;9
275;174;688;0;0;4777;682;47;9
276;174;688;0;0;4777;682;47;9
277;174;688;0;0;4777;682;47;9
278;174;688;0;0;4777;682;47;9
279;174;688;0;0;4777;682;47;9
280;174;688;0;0;4777;682;47;9
281;174;688;0;0;4777;682;47;9
