15;0;1;0;0;0;0;0;0;0;0;0;0;0;
15;0;0,65;0,47697;0,35;0,47697;0;0;0;0;0;0;0;0;
14,92;0,271293;0,52;0,4996;0,53;0,499099;0,03;0,170587;0;0;0;0;0;0;
14,89;0,31289;0,41;0,491833;0,61;0,527162;0,07;0,255147;0,02;0,14;0;0;0;0;
14,8;0,447214;0,36;0,52;0,7;0,519615;0,12;0,324962;0,02;0,14;0;0;0;0;
14,72;0,491528;0,35;0,517204;0,77;0,545069;0,12;0,324962;0,03;0,170587;0,01;0,0994987;0;0;
14,63;0,541387;0,37;0,52259;0,81;0,560268;0,11;0,31289;0,07;0,255147;0,01;0,0994987;0;0;
14,55;0,606218;0,34;0,533292;0,9;0,608276;0,1;0,3;0,09;0,286182;0,02;0,14;0;0;
14,44;0,682935;0,29;0,453762;1,03;0,713512;0,13;0,336303;0,06;0,237487;0,05;0,217945;0;0;
14,3;0,866025;0,3;0,519615;1,09;0,762824;0,19;0,392301;0,07;0,255147;0,05;0,217945;0;0;
14,12;0,992774;0,39;0,598247;1,14;0,824864;0,21;0,407308;0,07;0,255147;0,07;0,255147;0;0;
13,88;1,14263;0,53;0,727393;1,15;0,876071;0,25;0,433013;0,12;0,324962;0,07;0,255147;0;0;
13,68;1,23191;0,58;0,737292;1,25;1,04283;0,28;0,448999;0,11;0,31289;0,1;0,3;0;0;
13,5;1,47309;0,59;0,872869;1,39;1,07606;0,27;0,46594;0,15;0,357071;0,1;0,3;0;0;
13,28;1,6738;0,64;0,900222;1,45;1,13468;0,33;0,491019;0,2;0,4;0,1;0,3;0;0;
13;1,87617;0,73;0,968039;1,55;1,29132;0,38;0,524976;0,21;0,407308;0,13;0,336303;0;0;
12,73;2,0389;0,76;0,970773;1,67;1,35687;0,47;0,590847;0,23;0,420833;0,14;0,346987;0;0;
12,5;2,22935;0,73;0,978315;1,84;1,54091;0,51;0,640234;0,26;0,438634;0,16;0,366606;0;0;
12,21;2,36768;0,87;1,05504;1,91;1,6619;0,52;0,655439;0,31;0,462493;0,18;0,384187;0;0;
11,9;2,59422;0,92;1,00678;2,05;1,73421;0,6;0,69282;0,33;0,491019;0,2;0,4;0;0;
11,52;2,7874;1,09;0,990909;2,16;1,90116;0,62;0,745386;0,36;0,557136;0,25;0,433013;0;0;
