0,00782811;0,0181362;0,00661376;0,00109094;0,0133026;0,0105809;0,00908294;0,00628028;0,0133026;0,0107546;0,00596068;0;0,0119589;
0;0,000124161;0,00171646;0;0,000829177;0,00130473;0,00187169;0,00100937;0,000829177;0;0,000316441;0;0,000507887;
0,0545405;0,0700524;0,0769113;0,0709386;0,0750255;0,0673874;0,0539591;0,0550371;0,0750255;0,0756979;0,0658622;0,0688288;0,0714733;
0,000452;0,00178787;0;0;0;0,000381853;0,000780788;0;0;0;0,000472835;0;0,00411926;
0,0131958;0,0074611;0,0236419;0,00390386;0,00910055;0,00656265;0,0029325;0;0,00910055;0,0051483;0,00402166;0,0112919;0,00937885;
0;0;0;0,00065525;0;0;0,00731953;0;0;0,00138503;0;0;0;
0;0;0,000305358;0,00222907;0;0,000113609;0;0;0;0;0;0,00014437;0,000120447;
0,0355324;0,0423576;0,0396747;0,0473319;0,0332769;0,0400124;0,0384931;0,0325292;0,0332769;0,0389446;0,038156;0,0416265;0,0400816;
0,00959678;0,00362296;0,00957001;0,000860387;0,0118233;0,00938745;0,011741;0,0124658;0,0118233;0,0105615;0,000546081;0,00429965;0,00280661;
0,0948868;0,0903898;0,0794127;0,0905606;0,0912997;0,0864503;0,090173;0,0838334;0,0912997;0,090566;0,0965345;0,0900025;0,0865915;
0,00027498;0,000234485;0,000505911;0;0;0;0;0;0;0,00101244;0;0;0;
0;0,00652625;0,00354354;0,0052264;0,0039632;0,00394514;0;0,00522668;0,0039632;0,00753924;0;0,00595844;0,00129879;
0,00493366;0,00100106;0;0,000593073;0;0;0;0;0;0;0,00105184;0;0,00100932;
0,00371583;0,0023709;0,00230508;0;0,00233576;0,00849392;0;0,00281823;0,00233576;0;0;0,00249677;0,00170263;
0,0412513;0,0369268;0,0372112;0,0448482;0,0411133;0,0371731;0,0439907;0,0438908;0,0411133;0,0446505;0,0418035;0,0420833;0,0433513;
0,00967519;0,0136839;0,00913962;0,00850473;0,0178456;0,00650971;0,00913511;0,00423119;0,0178456;0,0155189;0,0082774;0,0109082;0,0069569;
0,0730434;0,085777;0,0963357;0,0899001;0,102014;0,0886562;0,0900388;0,0846513;0,102014;0,0871033;0,0856979;0,0710915;0,0908545;
0;0;0,00027199;0;0;0,00025212;0;0;0;0;0;0;0,000167159;
0,00102509;0,00402772;0,00453273;0,00599421;0,00518614;0,0048023;0,00460004;0,00273402;0,00518614;0,00297549;0,00484649;0,00361497;0,0166139;
0;0;0,00192688;0,00315959;0;0,00484642;0;0;0;0,000521407;0,000345885;0,0027862;0,000833931;
0;0;0;0;0;0;0;0;0;0;0;0;0,000635255;
0,0812778;0,0857136;0,0948751;0,0929968;0,0900854;0,0800867;0,082282;0,0912234;0,0900854;0,0955895;0,0932556;0,0849201;0,0891055;
0,00325739;0,0224567;0,0210379;0,0161586;0,0157308;0,00428455;0,0191783;0,0148402;0,0157308;0,0216887;0,021814;0,0289866;0,0132389;
0,102679;0,0956605;0,100099;0,0989166;0,102417;0,105905;0,0994924;0,100104;0,102417;0,103433;0,0970855;0,105737;0,100411;
0;0,000492196;0,00024712;0,000473005;0;0;0,0013795;0,00024796;0;0;0;0;0;
0,00901428;0,0156156;0,0113227;0,009639;0;0,00748967;0,0100261;0,00879135;0;0,0105066;0;0,00171131;0,00576347;
0;0,00419269;0,000149864;0,000987226;0;0,00555242;0,000987226;0,000412161;0;0,000549849;0;0;0;
0,000544737;0,00127919;0,00105255;0,00539382;0;0;0,000981476;0;0;0;0;0,00513037;0;
0,000528029;0;0;0,000245691;0,000409077;0,00145909;0,0014456;0;0,000409077;0;0;0;0;
0,0119867;0,00358753;0;0,00934968;0,0142885;0,01342;0,0123653;0,00498223;0,0142885;0;0,0111062;0,00617122;0,00291569;
0,200813;0,199771;0,199445;0,195399;0,201805;0,202427;0,207781;0,202083;0,201805;0,19965;0,199436;0,201651;0,200133;
0,400907;0,397521;0,397498;0,398577;0,397815;0,402106;0,399306;0,401131;0,397815;0,399343;0,405721;0,412932;0,396875;
0,095415;0,0932275;0,0858624;0,101204;0,101196;0,0820445;0,106798;0,0968303;0,101196;0,0989537;0,101866;0,100546;0,0991285;
0;0;0;0;0;0,00185637;0,00185637;0;0;0;0,00211647;0,00176266;0;
0,151445;0,136333;0,149656;0,147879;0,135946;0,147729;0,156529;0,152537;0,135946;0,15725;0,143829;0,142636;0,150852;
0,251317;0,250264;0,249551;0,25017;0,249451;0,250839;0,252192;0,253054;0,249451;0,250986;0,252191;0,249902;0,253094;
0,0156504;0,0153184;0,0297245;0,0159347;0,0153153;0,0139806;0,0124255;0,0182747;0,0153153;0,00850221;0,0138911;0,0100304;0,0192391;
0,0203792;0,017762;0,0252872;0,0209697;0,0156187;0,0193481;0,0145793;0,0260222;0,0156187;0,0145433;0,0127545;0,0161975;0,0178019;
0;0,0174372;0,00878997;0,00738385;0,010498;0,00693622;0,00296336;0;0,010498;0,00468077;0,0110783;0,0105325;0,00407232;
0,0999738;0,0935483;0,0841533;0,0875019;0,0967346;0,0923106;0,0943256;0,0920715;0,0967346;0,0907709;0,098018;0,095171;0,0849291;
